ReportingMonth,Granularity,Area,ICBODSCode,RegionODSCode,MetricName,MetricValue
202305,ICB,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,QRL,Y59,Number of complete sessions,24690
202305,ICB,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,QGH,Y60,Number of complete sessions,6632
202305,ICB,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,QM7,Y61,Number of complete sessions,12482
202305,ICB,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,QOQ,Y63,Number of complete sessions,18585
202305,ICB,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,QKS,Y59,Number of complete sessions,20209
202305,ICB,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,QE1,Y62,Number of complete sessions,22497
202305,ICB,NHS LEICESTER,,,,
202305,ICB,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,QJM,Y60,Number of complete sessions,7415
202305,ICB,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,QH8,Y61,Number of complete sessions,11683
202305,ICB,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,QMM,Y61,Number of complete sessions,11065
202305,ICB,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,QMJ,Y56,Number of complete sessions,9795
202305,ICB,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,QHM,Y63,Number of complete sessions,40273
202305,ICB,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,QMF,Y56,Number of complete sessions,16571
202305,ICB,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,QRV,Y56,Number of complete sessions,13613
202305,ICB,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,QPM,Y60,Number of complete sessions,7972
202305,ICB,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,QT1,Y60,Number of complete sessions,11813
202305,ICB,NHS SHROPSHIRE,,,,
202305,ICB,NHS SOMERSET INTEGRATED CARE BOARD,QSL,Y58,Number of complete sessions,5918
202305,ICB,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,QKK,Y56,Number of complete sessions,15203
202305,ICB,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,QWE,Y56,Number of complete sessions,10403
202305,ICB,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,QF7,Y63,Number of complete sessions,16092
202305,ICB,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,QNC,Y60,Number of complete sessions,11125
202305,ICB,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,QJG,Y61,Number of complete sessions,9930
202305,ICB,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,QXU,Y59,Number of complete sessions,8108
202305,ICB,NHS SUSSEX INTEGRATED CARE BOARD,QNX,Y59,Number of complete sessions,14486
202305,ICB,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,QWO,Y63,Number of complete sessions,25276
202306,National,England,Not Applicable,Not Applicable,Number of complete sessions,524468
202306,Regional,EAST OF ENGLAND COMMISSIONING REGION,Not Applicable,Y61,Number of complete sessions,57908
202306,Regional,LONDON COMMISSIONING REGION,Not Applicable,Y56,Number of complete sessions,61970
202306,Regional,MIDLANDS COMMISSIONING REGION,Not Applicable,Y60,Number of complete sessions,94834
202306,Regional,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Not Applicable,Y63,Number of complete sessions,90358
202306,Regional,NORTH WEST COMMISSIONING REGION,Not Applicable,Y62,Number of complete sessions,78315
202306,Regional,SOUTH EAST COMMISSIONING REGION,Not Applicable,Y59,Number of complete sessions,86312
202306,Regional,SOUTH WEST COMMISSIONING REGION,Not Applicable,Y58,Number of complete sessions,54771
202306,ICB,NHS BATH AND NORTH EAST SOMERSET,,,,
202306,ICB,NHS BEDFORDSHIRE,,,,
202306,ICB,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,QHL,Y60,Number of complete sessions,11138
202306,ICB,NHS BLACK COUNTRY INTEGRATED CARE BOARD,QUA,Y60,Number of complete sessions,10777
202306,ICB,NHS BRISTOL,,,,
202306,ICB,NHS BUCKINGHAMSHIRE,,,,
202306,ICB,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,QUE,Y61,Number of complete sessions,9040
202306,ICB,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,QYG,Y62,Number of complete sessions,27248
202306,ICB,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,QT6,Y58,Number of complete sessions,6059
202306,ICB,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,QWU,Y60,Number of complete sessions,7564
202306,ICB,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,QJ2,Y60,Number of complete sessions,10910
202306,ICB,NHS DEVON INTEGRATED CARE BOARD,QJK,Y58,Number of complete sessions,11628
202306,ICB,NHS DORSET INTEGRATED CARE BOARD,QVV,Y58,Number of complete sessions,7496
202306,ICB,NHS FRIMLEY INTEGRATED CARE BOARD,QNQ,Y59,Number of complete sessions,7493
202306,ICB,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,QR1,Y58,Number of complete sessions,6356
202306,ICB,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,QOP,Y62,Number of complete sessions,30899
202306,ICB,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,QRL,Y59,Number of complete sessions,22382
202306,ICB,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,QGH,Y60,Number of complete sessions,6009
202306,ICB,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,QM7,Y61,Number of complete sessions,11669
202306,ICB,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,QOQ,Y63,Number of complete sessions,16739
202306,ICB,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,QKS,Y59,Number of complete sessions,18066
202306,ICB,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,QE1,Y62,Number of complete sessions,20168
202306,ICB,NHS LEICESTER,,,,
202306,ICB,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,QJM,Y60,Number of complete sessions,6592
202306,ICB,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,QH8,Y61,Number of complete sessions,9864
202306,ICB,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,QMM,Y61,Number of complete sessions,9238
202306,ICB,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,QMJ,Y56,Number of complete sessions,9275
202306,ICB,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,QHM,Y63,Number of complete sessions,36421
202306,ICB,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,QMF,Y56,Number of complete sessions,15800
202306,ICB,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,QRV,Y56,Number of complete sessions,13032
202306,ICB,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,QPM,Y60,Number of complete sessions,7109
202306,ICB,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,QT1,Y60,Number of complete sessions,10600
202306,ICB,NHS SHROPSHIRE,,,,
202306,ICB,NHS SOMERSET INTEGRATED CARE BOARD,QSL,Y58,Number of complete sessions,5602
202306,ICB,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,QKK,Y56,Number of complete sessions,13895
202306,ICB,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,QWE,Y56,Number of complete sessions,9968
202306,ICB,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,QF7,Y63,Number of complete sessions,14527
202306,ICB,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,QNC,Y60,Number of complete sessions,10363
202306,ICB,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,QJG,Y61,Number of complete sessions,8833
202306,ICB,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,QXU,Y59,Number of complete sessions,7274
202306,ICB,NHS SUSSEX INTEGRATED CARE BOARD,QNX,Y59,Number of complete sessions,12922
202306,ICB,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,QWO,Y63,Number of complete sessions,22671
202307,National,England,Not Applicable,Not Applicable,Number of complete sessions,545599
202307,Regional,EAST OF ENGLAND COMMISSIONING REGION,Not Applicable,Y61,Number of complete sessions,58768
202307,Regional,LONDON COMMISSIONING REGION,Not Applicable,Y56,Number of complete sessions,62221
202307,Regional,MIDLANDS COMMISSIONING REGION,Not Applicable,Y60,Number of complete sessions,98133
202307,Regional,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Not Applicable,Y63,Number of complete sessions,95823
202307,Regional,NORTH WEST COMMISSIONING REGION,Not Applicable,Y62,Number of complete sessions,80782
202307,Regional,SOUTH EAST COMMISSIONING REGION,Not Applicable,Y59,Number of complete sessions,91177
202307,Regional,SOUTH WEST COMMISSIONING REGION,Not Applicable,Y58,Number of complete sessions,58695
202307,ICB,NHS BATH AND NORTH EAST SOMERSET,,,,
202307,ICB,NHS BEDFORDSHIRE,,,,
202307,ICB,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,QHL,Y60,Number of complete sessions,11278
202307,ICB,NHS BLACK COUNTRY INTEGRATED CARE BOARD,QUA,Y60,Number of complete sessions,10907
202307,ICB,NHS BRISTOL,,,,
202307,ICB,NHS BUCKINGHAMSHIRE,,,,
202307,ICB,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,QUE,Y61,Number of complete sessions,8975
202307,ICB,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,QYG,Y62,Number of complete sessions,27569
202307,ICB,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,QT6,Y58,Number of complete sessions,6765
202307,ICB,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,QWU,Y60,Number of complete sessions,7474
202307,ICB,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,QJ2,Y60,Number of complete sessions,11684
202307,ICB,NHS DEVON INTEGRATED CARE BOARD,QJK,Y58,Number of complete sessions,12634
202307,ICB,NHS DORSET INTEGRATED CARE BOARD,QVV,Y58,Number of complete sessions,7964
202307,ICB,NHS FRIMLEY INTEGRATED CARE BOARD,QNQ,Y59,Number of complete sessions,8064
202307,ICB,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,QR1,Y58,Number of complete sessions,6927
202307,ICB,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,QOP,Y62,Number of complete sessions,31801
202307,ICB,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,QRL,Y59,Number of complete sessions,23796
202307,ICB,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,QGH,Y60,Number of complete sessions,6467
202307,ICB,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,QM7,Y61,Number of complete sessions,11949
202307,ICB,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,QOQ,Y63,Number of complete sessions,17447
202307,ICB,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,QKS,Y59,Number of complete sessions,19397
202307,ICB,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,QE1,Y62,Number of complete sessions,21412
202307,ICB,NHS LEICESTER,,,,
202307,ICB,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,QJM,Y60,Number of complete sessions,6973
202307,ICB,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,QH8,Y61,Number of complete sessions,10260
202307,ICB,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,QMM,Y61,Number of complete sessions,9191
202307,ICB,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,QMJ,Y56,Number of complete sessions,9659
202307,ICB,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,QHM,Y63,Number of complete sessions,39643
202307,ICB,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,QMF,Y56,Number of complete sessions,15537
202307,ICB,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,QRV,Y56,Number of complete sessions,13177
202307,ICB,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,QPM,Y60,Number of complete sessions,7497
202307,ICB,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,QT1,Y60,Number of complete sessions,11041
202307,ICB,NHS SHROPSHIRE,,,,
202307,ICB,NHS SOMERSET INTEGRATED CARE BOARD,QSL,Y58,Number of complete sessions,5780
202307,ICB,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,QKK,Y56,Number of complete sessions,13733
202307,ICB,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,QWE,Y56,Number of complete sessions,10115
202307,ICB,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,QF7,Y63,Number of complete sessions,15130
202307,ICB,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,QNC,Y60,Number of complete sessions,11176
202307,ICB,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,QJG,Y61,Number of complete sessions,9377
202307,ICB,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,QXU,Y59,Number of complete sessions,7758
202307,ICB,NHS SUSSEX INTEGRATED CARE BOARD,QNX,Y59,Number of complete sessions,13971
202307,ICB,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,QWO,Y63,Number of complete sessions,23603
202308,National,England,Not Applicable,Not Applicable,Number of complete sessions,550343
202308,Regional,NULL,Not Applicable,Not Applicable,Number of complete sessions,46
202308,Regional,EAST OF ENGLAND COMMISSIONING REGION,Not Applicable,Y61,Number of complete sessions,59271
202308,Regional,LONDON COMMISSIONING REGION,Not Applicable,Y56,Number of complete sessions,64246
202308,Regional,MIDLANDS COMMISSIONING REGION,Not Applicable,Y60,Number of complete sessions,97293
202308,Regional,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Not Applicable,Y63,Number of complete sessions,94729
202308,Regional,NORTH WEST COMMISSIONING REGION,Not Applicable,Y62,Number of complete sessions,81013
202308,Regional,SOUTH EAST COMMISSIONING REGION,Not Applicable,Y59,Number of complete sessions,92542
202308,Regional,SOUTH WEST COMMISSIONING REGION,Not Applicable,Y58,Number of complete sessions,61203
202308,ICB,NULL,Not Applicable,Not Applicable,Number of complete sessions,46
202308,ICB,NHS BATH AND NORTH EAST SOMERSET,,,,
202308,ICB,NHS BEDFORDSHIRE,,,,
202308,ICB,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,QHL,Y60,Number of complete sessions,11210
202308,ICB,NHS BLACK COUNTRY INTEGRATED CARE BOARD,QUA,Y60,Number of complete sessions,10946
202308,ICB,NHS BRISTOL,,,,
202308,ICB,NHS BUCKINGHAMSHIRE,,,,
202308,ICB,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,QUE,Y61,Number of complete sessions,9013
202308,ICB,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,QYG,Y62,Number of complete sessions,27793
202308,ICB,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,QT6,Y58,Number of complete sessions,7131
202308,ICB,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,QWU,Y60,Number of complete sessions,7279
202308,ICB,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,QJ2,Y60,Number of complete sessions,11703
202308,ICB,NHS DEVON INTEGRATED CARE BOARD,QJK,Y58,Number of complete sessions,13555
202308,ICB,NHS DORSET INTEGRATED CARE BOARD,QVV,Y58,Number of complete sessions,8421
202308,ICB,NHS FRIMLEY INTEGRATED CARE BOARD,QNQ,Y59,Number of complete sessions,7888
202308,ICB,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,QR1,Y58,Number of complete sessions,6898
202308,ICB,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,QOP,Y62,Number of complete sessions,31519
202308,ICB,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,QRL,Y59,Number of complete sessions,24393
202308,ICB,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,QGH,Y60,Number of complete sessions,6298
202308,ICB,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,QM7,Y61,Number of complete sessions,11751
202308,ICB,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,QOQ,Y63,Number of complete sessions,17442
202308,ICB,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,QKS,Y59,Number of complete sessions,19778
202308,ICB,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,QE1,Y62,Number of complete sessions,21701
202308,ICB,NHS LEICESTER,,,,
202308,ICB,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,QJM,Y60,Number of complete sessions,7238
202308,ICB,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,QH8,Y61,Number of complete sessions,10154
202308,ICB,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,QMM,Y61,Number of complete sessions,9767
202308,ICB,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,QMJ,Y56,Number of complete sessions,9631
202308,ICB,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,QHM,Y63,Number of complete sessions,39762
202308,ICB,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,QMF,Y56,Number of complete sessions,15883
202308,ICB,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,QRV,Y56,Number of complete sessions,13946
202308,ICB,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,QPM,Y60,Number of complete sessions,7241
202308,ICB,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,QT1,Y60,Number of complete sessions,10817
202308,ICB,NHS SHROPSHIRE,,,,
202308,ICB,NHS SOMERSET INTEGRATED CARE BOARD,QSL,Y58,Number of complete sessions,5905
202308,ICB,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,QKK,Y56,Number of complete sessions,14169
202308,ICB,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,QWE,Y56,Number of complete sessions,10617
202308,ICB,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,QF7,Y63,Number of complete sessions,15100
202308,ICB,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,QNC,Y60,Number of complete sessions,11095
202308,ICB,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,QJG,Y61,Number of complete sessions,9597
202308,ICB,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,QXU,Y59,Number of complete sessions,8077
202308,ICB,NHS SUSSEX INTEGRATED CARE BOARD,QNX,Y59,Number of complete sessions,14433
202308,ICB,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,QWO,Y63,Number of complete sessions,22425
202309,National,England,Not Applicable,Not Applicable,Number of complete sessions,546169
202309,Regional,NULL,Not Applicable,Not Applicable,Number of complete sessions,48
202309,Regional,EAST OF ENGLAND COMMISSIONING REGION,Not Applicable,Y61,Number of complete sessions,57423
202309,Regional,LONDON COMMISSIONING REGION,Not Applicable,Y56,Number of complete sessions,64280
202309,Regional,MIDLANDS COMMISSIONING REGION,Not Applicable,Y60,Number of complete sessions,99074
202309,Regional,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Not Applicable,Y63,Number of complete sessions,92024
202309,Regional,NORTH WEST COMMISSIONING REGION,Not Applicable,Y62,Number of complete sessions,82206
202309,Regional,SOUTH EAST COMMISSIONING REGION,Not Applicable,Y59,Number of complete sessions,92804
202309,Regional,SOUTH WEST COMMISSIONING REGION,Not Applicable,Y58,Number of complete sessions,58310
202309,ICB,NULL,Not Applicable,Not Applicable,Number of complete sessions,48
202309,ICB,NHS BATH AND NORTH EAST SOMERSET,,,,
202309,ICB,NHS BEDFORDSHIRE,,,,
202309,ICB,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,QHL,Y60,Number of complete sessions,11466
202309,ICB,NHS BLACK COUNTRY INTEGRATED CARE BOARD,QUA,Y60,Number of complete sessions,11474
202309,ICB,NHS BRISTOL,,,,
202309,ICB,NHS BUCKINGHAMSHIRE,,,,
202309,ICB,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,QUE,Y61,Number of complete sessions,9351
202309,ICB,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,QYG,Y62,Number of complete sessions,28786
202309,ICB,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,QT6,Y58,Number of complete sessions,5983
202309,ICB,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,QWU,Y60,Number of complete sessions,7611
202309,ICB,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,QJ2,Y60,Number of complete sessions,11680
202309,ICB,NHS DEVON INTEGRATED CARE BOARD,QJK,Y58,Number of complete sessions,13026
202309,ICB,NHS DORSET INTEGRATED CARE BOARD,QVV,Y58,Number of complete sessions,7978
202309,ICB,NHS FRIMLEY INTEGRATED CARE BOARD,QNQ,Y59,Number of complete sessions,7836
202309,ICB,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,QR1,Y58,Number of complete sessions,6679
202309,ICB,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,QOP,Y62,Number of complete sessions,32523
202309,ICB,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,QRL,Y59,Number of complete sessions,23952
202309,ICB,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,QGH,Y60,Number of complete sessions,6450
202309,ICB,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,QM7,Y61,Number of complete sessions,11757
202309,ICB,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,QOQ,Y63,Number of complete sessions,17023
202309,ICB,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,QKS,Y59,Number of complete sessions,19296
202309,ICB,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,QE1,Y62,Number of complete sessions,20897
202309,ICB,NHS LEICESTER,,,,
202309,ICB,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,QJM,Y60,Number of complete sessions,6966
202309,ICB,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,QH8,Y61,Number of complete sessions,9383
202309,ICB,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,QMM,Y61,Number of complete sessions,9090
202309,ICB,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,QMJ,Y56,Number of complete sessions,10146
202309,ICB,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,QHM,Y63,Number of complete sessions,37782
202309,ICB,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,QMF,Y56,Number of complete sessions,15498
202309,ICB,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,QRV,Y56,Number of complete sessions,13661
202309,ICB,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,QPM,Y60,Number of complete sessions,7201
202309,ICB,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,QT1,Y60,Number of complete sessions,11136
202309,ICB,NHS SHROPSHIRE,,,,
202309,ICB,NHS SOMERSET INTEGRATED CARE BOARD,QSL,Y58,Number of complete sessions,5548
202309,ICB,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,QKK,Y56,Number of complete sessions,14459
202309,ICB,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,QWE,Y56,Number of complete sessions,10516
202309,ICB,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,QF7,Y63,Number of complete sessions,15038
202309,ICB,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,QNC,Y60,Number of complete sessions,10995
202309,ICB,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,QJG,Y61,Number of complete sessions,8989
202309,ICB,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,QXU,Y59,Number of complete sessions,8579
202309,ICB,NHS SUSSEX INTEGRATED CARE BOARD,QNX,Y59,Number of complete sessions,14518
202309,ICB,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,QWO,Y63,Number of complete sessions,22181
202310,National,England,Not Applicable,Not Applicable,Number of complete sessions,577973
202310,Regional,EAST OF ENGLAND COMMISSIONING REGION,Not Applicable,Y61,Number of complete sessions,62493
202310,Regional,LONDON COMMISSIONING REGION,Not Applicable,Y56,Number of complete sessions,65912
202310,Regional,MIDLANDS COMMISSIONING REGION,Not Applicable,Y60,Number of complete sessions,105121
202310,Regional,NORTH EAST AND YORKSHIRE COMMISSIONING REGION,Not Applicable,Y63,Number of complete sessions,98764
202310,Regional,NORTH WEST COMMISSIONING REGION,Not Applicable,Y62,Number of complete sessions,87906
202310,Regional,SOUTH EAST COMMISSIONING REGION,Not Applicable,Y59,Number of complete sessions,96115
202310,Regional,SOUTH WEST COMMISSIONING REGION,Not Applicable,Y58,Number of complete sessions,61662
202310,ICB,NHS BATH AND NORTH EAST SOMERSET,,,,
202310,ICB,NHS BEDFORDSHIRE,,,,
202310,ICB,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,QHL,Y60,Number of complete sessions,12242
202310,ICB,NHS BLACK COUNTRY INTEGRATED CARE BOARD,QUA,Y60,Number of complete sessions,12087
202310,ICB,NHS BRISTOL,,,,
202310,ICB,NHS BUCKINGHAMSHIRE,,,,
202310,ICB,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,QUE,Y61,Number of complete sessions,10067
202310,ICB,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,QYG,Y62,Number of complete sessions,30518
202310,ICB,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,QT6,Y58,Number of complete sessions,6271
202310,ICB,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,QWU,Y60,Number of complete sessions,7876
202310,ICB,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,QJ2,Y60,Number of complete sessions,12162
202310,ICB,NHS DEVON INTEGRATED CARE BOARD,QJK,Y58,Number of complete sessions,13564
202310,ICB,NHS DORSET INTEGRATED CARE BOARD,QVV,Y58,Number of complete sessions,8579
202310,ICB,NHS FRIMLEY INTEGRATED CARE BOARD,QNQ,Y59,Number of complete sessions,8351
202310,ICB,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,QR1,Y58,Number of complete sessions,6665
202310,ICB,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,QOP,Y62,Number of complete sessions,34858
202310,ICB,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,QRL,Y59,Number of complete sessions,24796
202310,ICB,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,QGH,Y60,Number of complete sessions,6703
202310,ICB,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,QM7,Y61,Number of complete sessions,12552
202310,ICB,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,QOQ,Y63,Number of complete sessions,18400
